Name,Description,Price,Image URL
Mercedes-Benz C-Класс,"2000 г., 2.6 л., автомат, седан, бензин, руль слева, 220 000 км",$ 6 700,https://im.mashina.kg/tachka/images//1/f/2/1f26daa41383d7aea132b04f5fd37fbd_240x180.jpg
Kia Carnival,"2021 г., 3.5 л., автомат, минивэн, бензин, руль слева, 1 100 км",$ 40 000,https://im.mashina.kg/tachka/images//d/1/b/d1b421693c66374fa5475cb2d3d808a0_240x180.jpg
BMW X5,"2017 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 68 000 км",$ 42 000,https://im.mashina.kg/tachka/images//8/f/0/8f083f181198b188c5200cbddd5e6ea1_240x180.jpg
BMW X5,"2016 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 42 000,https://im.mashina.kg/tachka/images//a/1/b/a1baeddde95f966b9c1b95f7d057d1ac_240x180.jpg
Kia Seltos,"2020 г., 1.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 60 000 км",$ 26 800,https://im.mashina.kg/tachka/images//4/7/2/4722530f05c4c59976dfcd92178cb844_240x180.jpg
Toyota Land Cruiser Prado,"2012 г., 2.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 108 000 км",$ 33 000,https://im.mashina.kg/tachka/images//9/7/2/97265434c0e5d4ba261fd3a5543ef7c7_240x180.jpg
Kia K5 II Седан,"2016 г., 2 л., автомат, седан, газ, руль слева, 119 000 км",$ 12 900,https://im.mashina.kg/tachka/images//0/b/7/0b75af0867cb0bd5897a33147e396fff_240x180.jpg
Toyota Crown,"2005 г., 3.5 л., автомат, седан, бензин, руль справа, 182 000 км",$ 14 900,https://im.mashina.kg/tachka/images//6/4/1/641a14b8d85bef8189425280e8e6862c_240x180.jpg
Hyundai Sonata,"2016 г., 2.4 л., автомат, седан, бензин, руль слева, 143 000 км",$ 14 500,https://im.mashina.kg/tachka/images//c/7/b/c7b9925ca35326d7fb89028f77e92a47_240x180.jpg
Volvo S40,"2007 г., 1.8 л., механика, седан, бензин, руль слева, 192 000 км",$ 6 200,https://im.mashina.kg/tachka/images//f/9/1/f9199652f1ed08f399d125295e587607_240x180.jpg
BMW X7,"2019 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 55 000 км",$ 100 000,https://im.mashina.kg/tachka/images//2/2/8/228ab07152265ba8da5465ff502087e6_240x180.jpg
Porsche Panamera,"2011 г., 4.8 л., робот, хэтчбек 5 дв., бензин, руль слева, 150 000 км",$ 30 500,https://im.mashina.kg/tachka/images//2/f/e/2fe887d6decea99c8ff7190e55f8fdd1_240x180.jpg
Honda Civic,"2012 г., 1.8 л., автомат, седан, бензин, руль слева, 8 800 км",$ 11 000,https://im.mashina.kg/tachka/images//8/9/0/890177ce1b3d56ad7ddee45481bb1880_240x180.jpg
Chevrolet Volt,"2013 г., 1.4 л., вариатор, хэтчбек 5 дв., гибрид, руль слева, 140 000 км",$ 12 000,https://im.mashina.kg/tachka/images//7/e/0/7e0c87436792aaf78487ac07912ae71b_240x180.jpg
Hyundai Elantra,"2023 г., 1.6 л., автомат, седан, бензин, руль слева, 20 км",$ 23 000,https://im.mashina.kg/tachka/images//4/a/5/4a59772d2b930868533d966d8184b206_240x180.jpg
Toyota RAV4,"2021 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 38 000 км",$ 35 800,https://im.mashina.kg/tachka/images//b/3/d/b3d247761a1fff41d5897e55c4923a29_240x180.jpg
Mercedes-Benz E-класс,"2001 г., 2.7 л., автомат, седан, дизель, руль слева, 290 000 км",$ 5 500,https://im.mashina.kg/tachka/images//7/9/0/790242ccaff5950857b9152d75644706_240x180.jpg
Honda Civic,"2004 г., 1.6 л., механика, хэтчбек 5 дв., бензин, руль слева, 340 000 км",$ 4 779,https://im.mashina.kg/tachka/images//8/9/5/8958b752892584a13a3b8541e6cf8e2d_240x180.jpg
Daewoo Matiz,"2009 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 95 000 км",$ 3 300,https://im.mashina.kg/tachka/images//2/2/4/2249c88dadb3494a1347929847fa0b8c_240x180.jpg
Renault Logan,"2007 г., 1.4 л., механика, седан, бензин, руль слева, 252 525 км",$ 2 276,https://im.mashina.kg/tachka/images//b/8/4/b84209a507e3aadcdd7029c6a6f20757_240x180.jpg
Toyota ISis,"2009 г., 2 л., вариатор, компактвэн, бензин, руль справа, 107 000 км",$ 9 000,https://im.mashina.kg/tachka/images//0/d/5/0d50abdd4179f0fa7abb6310997ecb44_240x180.jpg
Toyota Camry,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 43 000 км",$ 27 500,https://im.mashina.kg/tachka/images//7/8/a/78ac0ae881fe9f3b1a0ddd4c82aecc25_240x180.jpg
Honda Accord,"2003 г., 2.4 л., автомат, универсал, бензин, руль справа, 240 000 км",$ 6 827,https://im.mashina.kg/tachka/images//1/5/2/152fdf14a4d11777fef7e232a3b5a9e5_240x180.jpg
Subaru Outback,"2017 г., 2.5 л., вариатор, универсал, бензин, руль слева, 68 000 км",$ 17 500,https://im.mashina.kg/tachka/images//1/3/4/134bf8c40afc8fa212e9f520dedbde3a_240x180.jpg
Lexus ES,"2012 г., 3.5 л., автомат, седан, бензин, руль слева, 200 000 км",$ 17 500,https://im.mashina.kg/tachka/images//f/3/3/f33f7d91e7750ada2759762aa623179c_240x180.jpg
Honda CR-V,"2008 г., 2.4 л., автомат, внедорожник 5 дв., бензин, руль слева, 139 000 км",$ 13 600,https://im.mashina.kg/tachka/images//a/8/4/a84b2afcbfb802094cd664536d4ccf5d_240x180.jpg
Toyota Highlander,"2012 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 265 000 км",$ 24 000,https://im.mashina.kg/tachka/images//b/9/6/b963678e2bd7bdfce5c6e5a8749d59a9_240x180.jpg
Toyota Harrier,"2003 г., 3 л., автомат, внедорожник 5 дв., бензин, руль справа, 274 500 км",$ 12 800,https://im.mashina.kg/tachka/images//0/e/3/0e31eeae90ddf8eac1638cca0f89faff_240x180.jpg
Kia K5 III Седан,"2021 г., 1.6 л., автомат, седан, бензин, руль слева, 7 000 км",$ 39 000,https://im.mashina.kg/tachka/images//f/7/4/f74aa2093b662cf4afb73b5a65bd852f_240x180.jpg
Lexus ES,"2017 г., 2.5 л., вариатор, седан, гибрид, руль слева, 120 000 км",$ 35 000,https://im.mashina.kg/tachka/images//4/d/b/4db890cbb0efa0381c44088921a3e184_240x180.jpg
Honda Accord,"1998 г., 2 л., автомат, седан, бензин, руль справа, 180 000 км",$ 6 259,https://im.mashina.kg/tachka/images//0/9/5/0951b46384c0c7a2d2e2393ea28f787f_240x180.jpg
BMW 5 серии,"1987 г., 2 л., механика, седан, бензин, руль слева, 180 000 км",$ 3 700,https://im.mashina.kg/tachka/images//1/8/a/18a07214e1a694195415978226a6292e_240x180.jpg
Daewoo Matiz,"2004 г., 1 л., механика, хэтчбек 5 дв., бензин, руль слева, 299 818 км",$ 2 276,https://im.mashina.kg/tachka/images//6/b/9/6b92261e18bbde77487e5511dd257e45_240x180.jpg
Mitsubishi Montero Sport,"2022 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 88 км",$ 45 500,https://im.mashina.kg/tachka/images//1/a/1/1a1125ccf92c57572617d032e7eb5fad_240x180.jpg
Jetour X70S,"2022 г., 1.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 1 км",$ 24 000,https://im.mashina.kg/tachka/images//1/e/c/1ec23fd62415fa504d8484d8d7f566c2_240x180.jpg
Jetour Dashing,"2023 г., 1.6 л., робот, внедорожник 5 дв., бензин, руль слева, 1 км",$ 32 500,https://im.mashina.kg/tachka/images//d/d/a/dda0f7cb316915c40b5bd0f90578cda6_240x180.jpg
Mitsubishi Outlander,"2022 г., 2 л., вариатор, внедорожник 5 дв., бензин, руль слева",$ 32 500,https://im.mashina.kg/tachka/images//7/c/2/7c2b268496af180084858be1b3dad5f3_240x180.jpg
Hyundai Elantra,"2018 г., 2 л., автомат, хэтчбек 5 дв., бензин, руль слева, 25 000 км",$ 15 800,https://im.mashina.kg/tachka/images//b/c/a/bca6a26928486ab4f1043433097b9398_240x180.jpg
Toyota Camry,"2014 г., 2.5 л., автомат, седан, бензин, руль слева, 50 000 км",$ 16 500,https://im.mashina.kg/tachka/images//d/5/3/d533bb646f3eda6bb44b7ca8de4e1b16_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., автомат, седан, бензин, руль слева, 151 000 км",$ 22 900,https://im.mashina.kg/tachka/images//3/7/3/37358152e99de41dc31daa8e8b17614e_240x180.jpg
Kia Carnival,"2021 г., 2.2 л., автомат, минивэн, дизель, руль слева, 15 000 км",$ 48 500,https://im.mashina.kg/tachka/images//7/9/1/7914b9c7cbb47074e9cf9a97ec14fa44_240x180.jpg
Toyota Aristo,"2003 г., 3 л., автомат, седан, бензин, руль справа, 281 407 км",$ 6 500,https://im.mashina.kg/tachka/images//6/5/8/658bbc8bdc4b5b0a36bb77539b48a4d7_240x180.jpg
Lexus NX,"2017 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 31 000,https://im.mashina.kg/tachka/images//c/8/6/c869def4fd6b4370cf23f7de20424d6d_240x180.jpg
Toyota Land Cruiser Prado,"2020 г., 4 л., автомат, внедорожник 5 дв., бензин, руль слева, 41 000 км",$ 78 500,https://im.mashina.kg/tachka/images//d/0/6/d06c373c089833cdfad66bb56baef4b8_240x180.jpg
Toyota RAV4,"2018 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 120 000 км",$ 26 000,https://im.mashina.kg/tachka/images//a/3/c/a3ca97234629c93497ee1fe46d07a6b2_240x180.jpg
Toyota Land Cruiser Prado,"2022 г., 4 л., автомат, внедорожник 5 дв., бензин, руль слева, 27 000 км",$ 80 500,https://im.mashina.kg/tachka/images//1/3/f/13f7c1b246fd3525cb11d854abf2fad3_240x180.jpg
Lexus LX,"2004 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 281 635 км",$ 27 000,https://im.mashina.kg/tachka/images//a/0/1/a0166ffb13c6fecaa17707a0bdc16fcb_240x180.jpg
Toyota Crown,"2009 г., 3.5 л., автомат, седан, бензин, руль справа, 150 000 км",$ 14 000,https://im.mashina.kg/tachka/images//2/f/6/2f614f56b307297cffada3fe1df75dbc_240x180.jpg
Toyota Ist,"2003 г., 1.5 л., автомат, хэтчбек 5 дв., бензин, руль справа, 250 000 км",$ 6 900,https://im.mashina.kg/tachka/images//7/0/d/70d2cfd539ba4aab0e72b2a030e4ae5a_240x180.jpg
Toyota RAV4,"2016 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 32 000 км",$ 21 700,https://im.mashina.kg/tachka/images//5/5/d/55dd6aa7fe8732ba60fb130ad6a77364_240x180.jpg
Toyota Mark II,"2003 г., 2 л., автомат, седан, бензин, руль справа, 98 000 км",$ 8 500,https://im.mashina.kg/tachka/images//3/d/b/3db7efdd4d3b593a59698f2373865d8b_240x180.jpg
Toyota Camry,"2013 г., 2.5 л., автомат, седан, бензин, руль слева, 125 000 км",$ 12 800,https://im.mashina.kg/tachka/images//c/1/8/c1869dc6392e432e974ebeb3e6dc3bd1_240x180.jpg
Lexus LX,"2018 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 45 000 км",$ 89 999,https://im.mashina.kg/tachka/images//4/6/5/46549fbd056fe97706f147b3116ff8c5_240x180.jpg
BMW X5,"2017 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 117 000 км",$ 35 500,https://im.mashina.kg/tachka/images//3/3/7/3379c560e5b5f7aa9269c62da4e329e5_240x180.jpg
Toyota Camry,"2019 г., 2.5 л., вариатор, седан, гибрид, руль слева, 150 000 км",$ 27 000,https://im.mashina.kg/tachka/images//2/9/e/29e8c2956a3a1ea3e07d8328a89469d0_240x180.jpg
Audi A6,"2005 г., 2.4 л., вариатор, седан, бензин, руль слева, 180 000 км",$ 7 900,https://im.mashina.kg/tachka/images//6/0/f/60fc08374f4ecfd311a9373ada32cdfe_240x180.jpg
Mercedes-Benz E-класс,"2011 г., 2.1 л., автомат, седан, дизель, руль слева, 230 000 км",$ 14 500,https://im.mashina.kg/tachka/images//9/d/8/9d8b4425b1c1bba96a436d511e2f4e3b_240x180.jpg
Lexus CT,"2014 г., 1.8 л., вариатор, хэтчбек 5 дв., гибрид, руль слева, 130 000 км",$ 16 999,https://im.mashina.kg/tachka/images//f/2/b/f2b2d282e60c6efe1ac7ad389aae7cd0_240x180.jpg
Land Rover Range Rover,"2018 г., 5 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 135 000,https://im.mashina.kg/tachka/images//e/0/0/e0077a0da5f072a1af071f2fed159bb6_240x180.jpg
Nissan Serena,"2002 г., 2 л., вариатор, минивэн, бензин, руль справа, 176 000 км",$ 3 983,https://im.mashina.kg/tachka/images//4/b/4/4b40e2955bff6b0adcafcf23005266f7_240x180.jpg
Hyundai Palisade,"2020 г., 3.8 л., автомат, внедорожник 5 дв., бензин, руль слева, 26 048 км",$ 40 000,https://im.mashina.kg/tachka/images//a/4/5/a45d801062f3fabd89e965cd73ed8576_240x180.jpg
Geely Monjaro,"2022 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 14 000 км",$ 35 000,https://im.mashina.kg/tachka/images//e/e/4/ee457a970f5ed4f6f3be862b3bbeec37_240x180.jpg
Toyota Camry,"2022 г., 2.5 л., автомат, седан, бензин, руль слева",$ 39 000,https://im.mashina.kg/tachka/images//b/2/d/b2da5d4395820d8f4f23812b85acdcf3_240x180.jpg
Volkswagen ID.4,"2022 г., автомат, внедорожник 5 дв., электро, руль слева, 1 км",$ 43 500,https://im.mashina.kg/tachka/images//3/c/e/3ced9915038879d8e5de816d7fadb8ef_240x180.jpg
Lexus GX,"2006 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 250 000 км",$ 25 000,https://im.mashina.kg/tachka/images//1/1/b/11bdebb0e5034187650ccca240e2613b_240x180.jpg
Kia K5 II Седан,"2016 г., 2 л., автомат, седан, газ, руль слева, 135 000 км",$ 13 500,https://im.mashina.kg/tachka/images//8/8/d/88dcc626327977c237a4a1bb78818aa7_240x180.jpg
Toyota Avalon,"2020 г., 2.5 л., вариатор, седан, гибрид, руль слева, 30 000 км",$ 36 500,https://im.mashina.kg/tachka/images//c/0/5/c05f2c2cafdc5b6df749acdddc8e8e2d_240x180.jpg
Nissan Pathfinder,"2005 г., 4 л., автомат, внедорожник 5 дв., бензин, руль слева, 138 000 км",$ 11 500,https://im.mashina.kg/tachka/images//0/0/f/00f7864c4c2162711edc92b95ef81186_240x180.jpg
Toyota Camry,"2017 г., 2.5 л., автомат, седан, бензин, руль слева, 118 000 км",$ 21 500,https://im.mashina.kg/tachka/images//6/e/e/6ee197885d959a00e87b25e62f9069d0_240x180.jpg
Kia Sorento,"2016 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 61 000 км",$ 21 900,https://im.mashina.kg/tachka/images//3/b/8/3b84a6c36844906ff8e51d1f2ba4ef17_240x180.jpg
BYD Yuan,"2022 г., автомат, внедорожник 5 дв., электро, руль слева, 500 км",$ 29 900,https://im.mashina.kg/tachka/images//6/8/4/684d2acfd2726b6695f1b906eea0cf91_240x180.jpg
BMW X5,"2003 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 260 000 км",$ 9 900,https://im.mashina.kg/tachka/images//e/f/4/ef43baae74a4e6b7e69c2a11a81ea097_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., автомат, седан, бензин, руль слева, 8 000 км",$ 19 600,https://im.mashina.kg/tachka/images//4/9/5/49547f837c3d92053751363c81ddec87_240x180.jpg
Hyundai Santa Fe,"2020 г., 2.2 л., робот, внедорожник 5 дв., дизель, руль слева, 41 800 км",$ 29 900,https://im.mashina.kg/tachka/images//c/c/2/cc27f7adc1665445e6f5632ed6247643_240x180.jpg
Kia K7,"2020 г., 3 л., автомат, седан, газ, руль слева, 58 031 км",$ 25 500,https://im.mashina.kg/tachka/images//0/0/4/00402f8a77d3db5c053ce7e05b0ac8a8_240x180.jpg
Kia Carnival,"2017 г., 2.2 л., автомат, минивэн, дизель, руль слева, 131 000 км",$ 16 400,https://im.mashina.kg/tachka/images//0/7/f/07f1ec32d34e6103c2812481788c1b54_240x180.jpg
BMW X5,"2005 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 11 200,https://im.mashina.kg/tachka/images//f/6/e/f6e9db0e60bb68dc8b4684ac42cbeb50_240x180.jpg
Toyota Ist,"2003 г., 1.3 л., автомат, хэтчбек 5 дв., бензин, руль справа, 215 019 км",$ 7 500,https://im.mashina.kg/tachka/images//1/8/5/18549cd47cd29abc71d294b2e729b21c_240x180.jpg
Toyota RAV4,"2022 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 3 861 км",$ 43 300,https://im.mashina.kg/tachka/images//b/2/5/b25663ff1f732add8a3e7287f5f8fd6d_240x180.jpg
Kia Sorento,"2018 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 66 000 км",$ 32 000,https://im.mashina.kg/tachka/images//b/c/6/bc6bcd11499634f4d63bd4ae39a78a71_240x180.jpg
Kia K5 II Седан,"2018 г., 2 л., автомат, седан, бензин, руль слева, 136 295 км",$ 15 600,https://im.mashina.kg/tachka/images//d/4/f/d4fb013bbbe8d45a6cbb2a661e47e39c_240x180.jpg
Toyota Avalon,"2016 г., 2.5 л., вариатор, седан, гибрид, руль слева, 250 000 км",$ 26 000,https://im.mashina.kg/tachka/images//d/2/2/d223f2e4da97b83cf3abc34a0fae3d77_240x180.jpg
Kia Sorento,"2018 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 57 683 км",$ 25 500,https://im.mashina.kg/tachka/images//6/d/c/6dc38e026d67435968b18306937a0ae4_240x180.jpg
Honda Stream,"2002 г., 2 л., автомат, компактвэн, бензин, руль справа, 310 000 км",$ 6 400,https://im.mashina.kg/tachka/images//d/5/1/d5169a23088d07878cff8fcb5384fb2d_240x180.jpg
Kia K5 III Седан,"2020 г., 2 л., автомат, седан, бензин, руль слева, 72 797 км",$ 21 500,https://im.mashina.kg/tachka/images//5/8/a/58a5d1cc18e48cd52f04bcad48035fbf_240x180.jpg
Hyundai Starex (H-1),"1998 г., 2.5 л., механика, минивэн, дизель, руль слева, 350 000 км",$ 4 500,https://im.mashina.kg/tachka/images//3/8/b/38bb16fdfdceae4df139b1ceeae14287_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., автомат, седан, бензин, руль слева, 35 000 км",$ 25 500,https://im.mashina.kg/tachka/images//8/a/e/8ae1c3dbae785ad79832d30e9020bfd6_240x180.jpg
Lexus LX,"2008 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 201 975 км",$ 33 300,https://im.mashina.kg/tachka/images//1/9/7/1977b81d75f058d847bed14ce4d524b1_240x180.jpg
Toyota RAV4,"2016 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 99 000 км",$ 28 900,https://im.mashina.kg/tachka/images//f/e/5/fe534adc8b733301de0200eeecf5e688_240x180.jpg
Hyundai Tucson,"2019 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 88 517 км",$ 21 200,https://im.mashina.kg/tachka/images//e/a/e/eae7df3b5ade0fc30408bd91ca007a0c_240x180.jpg
Toyota Camry,"2004 г., 2.4 л., автомат, седан, бензин, руль слева, 284 000 км",$ 8 648,https://im.mashina.kg/tachka/images//8/2/3/8238b32547d9010d26c0077d6d62b639_240x180.jpg
Honda CR-V,"2000 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 285 000 км",$ 5 917,https://im.mashina.kg/tachka/images//2/2/1/221f6885b646dc1bf574e83c9bfda7ca_240x180.jpg
Mitsubishi Carisma,"1998 г., 1.6 л., механика, седан, бензин, руль слева, 350 000 км",$ 2 048,https://im.mashina.kg/tachka/images//2/3/c/23c717fc8d63e9d4b950f11ab91640a3_240x180.jpg
Toyota Highlander,"2020 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 68 500,https://im.mashina.kg/tachka/images//e/e/d/eed94d2fb5bef7c6cec6042ecfa2716a_240x180.jpg
Hyundai Sonata,"2017 г., 2 л., автомат, седан, газ, руль слева, 150 000 км",$ 14 000,https://im.mashina.kg/tachka/images//3/c/0/3c089b782e7610dfca85691c0412c2e7_240x180.jpg
Honda Inspire,"2004 г., 3 л., автомат, седан, бензин, руль справа, 235 640 км",$ 7 510,https://im.mashina.kg/tachka/images//9/d/9/9d93d7bf89622ea31145eead4c33eaf6_240x180.jpg
Lexus ES,"2016 г., 2.5 л., вариатор, седан, гибрид, руль слева, 148 000 км",$ 27 900,https://im.mashina.kg/tachka/images//c/0/8/c0827ab763d4b5a98b8064c3e3b0dfa5_240x180.jpg
Honda Civic,"2001 г., 1.6 л., автомат, хэтчбек 5 дв., бензин, руль справа, 81 000 км",$ 7 300,https://im.mashina.kg/tachka/images//9/d/2/9d2e729b049eb1c4c5a967694268ff78_240x180.jpg
BMW X7,"2020 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 29 000 км",$ 125 000,https://im.mashina.kg/tachka/images//3/1/3/313eb50c09e264c59e274f8d7c451ba6_240x180.jpg
Lexus NX,"2015 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 160 000 км",$ 33 000,https://im.mashina.kg/tachka/images//e/9/e/e9ecbb8cd4777af998e1332f598fc485_240x180.jpg
Kia Sorento,"2017 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 120 000 км",$ 23 000,https://im.mashina.kg/tachka/images//5/6/c/56cb72b38ab99686a6857e5c82aaaa11_240x180.jpg
Hyundai Sonata,"2015 г., 2 л., автомат, седан, газ, руль слева, 212 000 км",$ 11 800,https://im.mashina.kg/tachka/images//e/3/0/e303bb23f5ca085a4613949a00bd9567_240x180.jpg
Kia Sorento,"2020 г., 2.2 л., робот, внедорожник 5 дв., дизель, руль слева, 85 000 км",$ 33 500,https://im.mashina.kg/tachka/images//e/2/4/e24990b12afe43338bec7d79ee80deee_240x180.jpg
Toyota Camry,"2007 г., 2.4 л., автомат, седан, бензин, руль слева, 156 500 км",$ 11 300,https://im.mashina.kg/tachka/images//a/6/f/a6fe17d49b0d3fd7f828b1e22f0a74c2_240x180.jpg
Toyota Camry,"2019 г., 2.5 л., вариатор, седан, гибрид, руль слева, 107 000 км",$ 24 700,https://im.mashina.kg/tachka/images//5/b/1/5b14d5c834b6cd7539aa03333927b648_240x180.jpg
Subaru Outback,"2016 г., 2.5 л., вариатор, универсал, бензин, руль слева, 101 000 км",$ 21 500,https://im.mashina.kg/tachka/images//7/2/8/728f407991fa3eb528a6eeae563e849f_240x180.jpg
Hyundai Santa Fe,"2018 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 97 000 км",$ 30 000,https://im.mashina.kg/tachka/images//b/f/9/bf9c05bf6edc2117d1c2549a8171b1a3_240x180.jpg
Lexus RX,"2016 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 144 000 км",$ 52 500,https://im.mashina.kg/tachka/images//0/3/1/031fcbe745c3bbc05664b308c4fee4d3_240x180.jpg
BMW X5,"2018 г., 4.4 л., автомат, внедорожник 5 дв., бензин, руль слева, 91 000 км",$ 95 000,https://im.mashina.kg/tachka/images//1/6/2/162d681d9207c86c69c9bdf49d56c22e_240x180.jpg
BMW 1 серии,"2008 г., 3 л., автомат, купе, бензин, руль слева, 63 000 км",$ 19 800,https://im.mashina.kg/tachka/images//c/b/f/cbf278dc6732e4556c9d3cfa61f084a7_240x180.jpg
Toyota Camry,"2017 г., 2.5 л., автомат, седан, бензин, руль слева, 116 000 км",$ 18 299,https://im.mashina.kg/tachka/images//d/7/1/d71a5d7b01e60f198e30ff642d678859_240x180.jpg
Kia Sportage,"2016 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 140 000 км",$ 20 500,https://im.mashina.kg/tachka/images//9/e/f/9ef864014a3c059c9c8d0b07bc24fb7d_240x180.jpg
Hyundai Santa Fe,"2018 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 87 000 км",$ 30 000,https://im.mashina.kg/tachka/images//a/9/e/a9e628dfa90532ebecd4c9832ec522e9_240x180.jpg
Kia K7,"2018 г., 3 л., автомат, седан, газ, руль слева, 211 000 км",$ 16 900,https://im.mashina.kg/tachka/images//1/1/0/110c514cd49e4e09e1df06fe74f063d1_240x180.jpg
Toyota Camry,"2017 г., 2.5 л., автомат, седан, бензин, руль слева, 100 000 км",$ 17 999,https://im.mashina.kg/tachka/images//5/3/4/534d9638877b7fd89ad97fea095daece_240x180.jpg
Genesis G80,"2022 г., 2.5 л., автомат, седан, бензин, руль слева, 17 900 км",$ 58 000,https://im.mashina.kg/tachka/images//4/e/2/4e23f5da9ec99eed14b9271e26dec7d4_240x180.jpg
Lexus ES,"2019 г., 2.5 л., вариатор, седан, гибрид, руль слева, 60 000 км",$ 55 000,https://im.mashina.kg/tachka/images//a/e/c/aec29cd72b52e657a64e484a26eabc23_240x180.jpg
Toyota Prius,"2017 г., 1.8 л., вариатор, хэтчбек 5 дв., гибрид, руль слева, 193 000 км",$ 12 700,https://im.mashina.kg/tachka/images//5/6/1/561937b37647cd2c4bc7c822f38df482_240x180.jpg
BMW X5,"2018 г., 4.4 л., автомат, внедорожник 5 дв., бензин, руль слева, 46 700 км",$ 60 000,https://im.mashina.kg/tachka/images//9/6/5/96573e539e3d6579052487f9801eb218_240x180.jpg
Hyundai Tucson,"2016 г., 1.7 л., робот, внедорожник 5 дв., дизель, руль слева, 132 000 км",$ 16 500,https://im.mashina.kg/tachka/images//3/f/3/3f3fb40ef994b4d2f0155f930b75b23b_240x180.jpg
Toyota Camry,"2012 г., 2.5 л., автомат, седан, бензин, руль слева, 150 000 км",$ 14 300,https://im.mashina.kg/tachka/images//f/0/3/f03a2e245cbbb6fb62178cda8341522b_240x180.jpg
Kia Sportage,"2017 г., 2.4 л., автомат, внедорожник 5 дв., бензин, руль слева, 57 000 км",$ 24 300,https://im.mashina.kg/tachka/images//c/1/0/c10fcb322d82e4169ef0b57e77255d05_240x180.jpg
Honda Fit,"2004 г., 1.5 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 266 000 км",$ 7 200,https://im.mashina.kg/tachka/images//5/e/3/5e39830a975eee969558e877052217ce_240x180.jpg
Hyundai Santa Fe,"2019 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 81 000 км",$ 25 500,https://im.mashina.kg/tachka/images//0/4/e/04e691c7980b56c0c33235d14ea3bb06_240x180.jpg
Toyota Camry,"2017 г., 2.5 л., вариатор, седан, гибрид, руль слева, 112 000 км",$ 20 300,https://im.mashina.kg/tachka/images//9/4/0/940ac29351ccfc315e5607d59818bf14_240x180.jpg
BMW X6,"2016 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 70 000 км",$ 42 400,https://im.mashina.kg/tachka/images//3/6/c/36ca7bdcbcbbaa821a7fa67c6a5fe900_240x180.jpg
Toyota Corolla,"2015 г., 1.8 л., автомат, седан, бензин, руль слева, 100 000 км",$ 12 500,https://im.mashina.kg/tachka/images//4/c/1/4c11f9bafd101cb4c562df418b49210e_240x180.jpg
Kia Morning,"2017 г., 1 л., автомат, хэтчбек 5 дв., бензин / газ, руль слева, 135 000 км",$ 8 900,https://im.mashina.kg/tachka/images//d/f/a/dfa91807f402d90b6d60c32df0bbe486_240x180.jpg
